Country,Variant,date,I,D,R,V,H,ICU,Population,S,Stringency
DEU,Omicron,2022-07-31,80188.26530612246,159.59183673469389,80028.67346938777,36471.67346938776,10779.367346938774,1491.571428571429,83369840.0,83257850.48979592,11.11
DEU,Omicron,2022-08-01,77505.69387755102,157.69387755102042,77348.0,36038.87755102041,10728.102040816328,1507.3673469387754,83369840.0,83260375.36734693,11.11
DEU,Omicron,2022-08-02,74374.22448979592,152.69387755102042,74221.5306122449,35588.34693877551,10616.26530612245,1513.5510204081631,83369840.0,83263354.14285715,11.11
DEU,Omicron,2022-08-03,71071.20408163265,146.9795918367347,70924.22448979592,35047.551020408166,10447.326530612245,1510.5306122448978,83369840.0,83266510.18367347,11.11
DEU,Omicron,2022-08-04,67741.9387755102,140.9795918367347,67600.95918367346,34425.489795918365,10229.42857142857,1501.1224489795916,83369840.0,83269698.46938775,11.11
DEU,Omicron,2022-08-05,64596.36734693877,135.55102040816325,64460.81632653061,33720.4693877551,9985.0,1487.265306122449,83369840.0,83272708.48979591,11.11
DEU,Omicron,2022-08-06,61735.42857142857,130.46938775510202,61604.95918367347,32924.75510204082,9726.755102040815,1470.1020408163265,83369840.0,83275438.95918368,11.11
DEU,Omicron,2022-08-07,58961.755102040814,125.36734693877553,58836.387755102034,32045.51020408163,9458.367346938774,1449.571428571429,83369840.0,83278087.26530613,11.11
DEU,Omicron,2022-08-08,56251.69387755101,120.3673469387755,56131.32653061224,31080.673469387755,9186.102040816328,1427.9591836734694,83369840.0,83280676.95918368,11.11
DEU,Omicron,2022-08-09,53913.10204081633,116.12244897959182,53796.97959183673,30103.673469387755,8929.448979591836,1406.530612244898,83369840.0,83282899.42857143,11.11
DEU,Omicron,2022-08-10,51918.22448979592,112.42857142857144,51805.79591836735,29180.20408163265,8690.836734693878,1385.8775510204084,83369840.0,83284781.87755103,11.11
DEU,Omicron,2022-08-11,50215.36734693877,109.08163265306122,50106.28571428572,28352.693877551024,8471.26530612245,1363.918367346939,83369840.0,83286375.65306123,11.11
DEU,Omicron,2022-08-12,48724.183673469386,105.40816326530611,48618.77551020408,27642.61224489796,8263.897959183674,1339.8775510204084,83369840.0,83287761.42857143,11.11
DEU,Omicron,2022-08-13,47402.12244897959,101.89795918367348,47300.22448979592,27037.97959183673,8061.877551020409,1314.0408163265306,83369840.0,83288981.59183674,11.11
DEU,Omicron,2022-08-14,46079.77551020408,98.24489795918366,45981.5306122449,26538.55102040816,7863.183673469387,1288.7755102040817,83369840.0,83290205.69387756,11.11
DEU,Omicron,2022-08-15,44760.51020408164,94.83673469387756,44665.67346938776,26138.755102040817,7665.877551020409,1262.8367346938776,83369840.0,83291430.12244897,11.11
DEU,Omicron,2022-08-16,43567.55102040816,91.9591836734694,43475.59183673469,25785.448979591834,7470.632653061225,1237.4081632653065,83369840.0,83292531.122449,11.11
DEU,Omicron,2022-08-17,42628.77551020408,90.16326530612244,42538.612244897966,25447.775510204083,7291.367346938775,1211.7346938775513,83369840.0,83293379.73469387,11.11
DEU,Omicron,2022-08-18,41882.0612244898,89.12244897959184,41792.9387755102,25105.12244897959,7129.775510204082,1189.0204081632655,83369840.0,83294037.3265306,11.11
DEU,Omicron,2022-08-19,41223.67346938776,88.79591836734694,41134.87755102041,24754.755102040817,6991.224489795918,1168.428571428571,83369840.0,83294606.91836736,11.11
DEU,Omicron,2022-08-20,40509.08163265306,88.20408163265306,40420.87755102041,24418.16326530612,6875.816326530612,1148.816326530612,83369840.0,83295233.30612245,11.11
DEU,Omicron,2022-08-21,39811.142857142855,87.75510204081634,39723.387755102034,24095.0,6785.34693877551,1128.5918367346935,83369840.0,83295843.48979592,11.11
DEU,Omicron,2022-08-22,39097.51020408164,87.12244897959184,39010.38775510205,23809.755102040817,6718.489795918367,1108.4897959183672,83369840.0,83296470.0,11.11
DEU,Omicron,2022-08-23,38541.89795918368,86.63265306122449,38455.26530612245,23600.79591836735,6672.755102040816,1087.816326530612,83369840.0,83296938.97959185,11.11
DEU,Omicron,2022-08-24,37851.204081632655,84.22448979591836,37766.97959183674,23492.714285714286,6623.265306122449,1066.938775510204,83369840.0,83297545.4489796,11.11
